ID G Sire Dam Sex Phe Tbv
673 1 325 254 M 0.290208831404486 -0.00563989668120451
674 1 325 254 F -1.19689856768324 -0.300634087836726
675 1 325 254 M -3.61893231630522 -2.10997779616699
676 1 325 254 F -0.962409800386539 -0.0492718143347531
677 1 325 254 M -0.00623038461627689 -0.0342790236024068
678 1 325 254 F -1.44892103657333 -1.96062094102959
679 1 325 254 M -1.9359961480026 -2.01625651565133
680 1 325 254 F -3.48316766664256 -1.07336449891906
681 1 393 234 M 0.0934054886614732 0.354007982101987
682 1 393 234 F 1.68277342102345 -0.0866648759398969
683 1 393 234 M 0.126006280606068 0.857905744716166
684 1 393 234 F -0.19125907295176 1.20258015026815
685 1 393 234 M 1.52608486840751 -0.911317302833355
686 1 393 234 F 0.390452151565021 1.11555540865244
687 1 393 234 M 0.783545406073407 -0.106716953213637
688 1 393 234 F -0.814775383015787 -1.38052034626499
689 1 393 234 M 1.82293142727763 0.840560910602123
690 1 393 234 F 2.37297348703149 1.21645136410289
691 1 393 234 M 0.269586582380103 -0.409970235678336
692 1 393 234 F -1.1191757790447 -0.472311213461508
693 1 393 234 M 0.792743890214519 0.344587758337475
694 1 393 234 F -0.52539725774272 1.13124612630592
695 1 393 234 M 0.787691732720142 0.535452677072821
696 1 393 234 F -1.10664757504521 -1.05150132407945
697 1 393 234 M 0.0862211077687183 -0.597950826102177
698 1 393 234 F 0.94949325756317 0.413397345149092
699 1 393 234 M 1.86578080197428 -0.143039446908525
700 1 393 234 F -2.9112607565675 -0.380467725490003
701 1 149 400 M -0.717677537824059 -0.0832818579782281
702 1 149 400 F -0.259268213994927 -0.49996331675843
703 1 149 400 M 1.4812060196861 2.4127324295988
704 1 149 400 F 1.46469298127687 1.0230130401069
705 1 149 400 M -0.663262960109102 0.430865613322555
706 1 149 400 F 3.9529680936903 2.38605430608998
707 1 149 400 M -1.46879021675101 1.07306927817411
708 1 149 400 F -1.06648709300667 0.301803403491022
709 1 149 400 M 0.546680607831693 -0.817134952400139
710 1 149 400 F 3.0081667683299 1.13287889062574
711 1 149 400 M -0.66641153292721 -0.86939936296347
712 1 149 400 F 2.67211547218034 0.909877761257285
713 1 149 400 M 1.59268751221822 1.41100944138465
714 1 149 400 F 0.380405195659572 0.601486802739512
715 1 149 400 M 1.12822260698962 1.41478889508989
716 1 149 400 F 2.27099634521519 0.883673786321133
717 1 149 400 M -2.08260663333872 -0.189408929149847
718 1 149 400 F -0.894103916632373 0.44322729517368
719 1 149 400 M 1.56921663065738 2.13223316303041
720 1 149 400 F -0.119575288591603 0.337650492490266
721 1 305 246 M 1.42164241258406 0.585354798409039
722 1 305 246 F 2.08729147597539 -0.450160513939238
723 1 305 246 M -1.23513966706502 -0.0206446119082103
724 1 305 246 F -0.620650383717465 0.0529095640689589
725 1 305 246 M -0.471009414756114 -0.383243756486943
726 1 305 246 F 4.01068088491169 0.77601676666253
727 1 305 246 M 0.19717914032084 -0.592329234187211
728 1 305 246 F 1.43622136078812 0.943541924877627
729 1 305 246 M 2.13431381557101 1.21226172576931
730 1 305 246 F 0.871478168459909 0.390328259697574
731 1 305 246 M -2.16211862033969 -1.53353994395163
732 1 305 246 F 0.862226559121178 -0.0189059981859684
733 1 305 246 M 1.73623120112166 0.631174141632706
734 1 305 246 F 1.11684331505947 0.78994583336415
735 1 305 246 M -0.350164861873785 0.565565870735041
736 1 305 246 F -0.447400866773626 0.940787842973944
737 1 305 246 M 0.541981357777502 0.530112695420355
738 1 305 246 F -0.770356959422433 0.0368071738342836
739 1 305 246 M -2.2864994200737 -0.497826275464368
740 1 305 246 F -2.816759561132 0.197667200014591
741 1 555 166 M 2.64257499261027 3.53340705677037
742 1 555 166 F -0.250684346835428 1.40667949095285
743 1 555 166 M 3.497481307005 1.08514672792335
744 1 555 166 F -3.06405911246703 0.682819336021381
745 1 555 166 M 2.47773002733784 1.9815797830624
746 1 555 166 F -1.68883106215462 -0.0770075134817214
747 1 555 166 M 0.160038641848315 -0.104017326953118
748 1 555 166 F 0.901342141197451 0.534686590569076
749 1 555 166 M 3.72158646435146 1.92596646974499
750 1 555 166 F -1.73716629024227 0.90648879409341
751 1 555 166 M 0.672581514118626 2.05912544941979
752 1 555 166 F 1.70143920951028 2.93064090272977
753 1 555 166 M 2.54159261201377 0.999145961720071
754 1 555 166 F 4.25025608559377 2.18188755992799
755 1 555 166 M -1.80664292133568 -1.62129941667346
756 1 555 166 F -0.223652822967326 0.0410423035987062
757 1 555 166 M -1.53610311905167 0.445781171052735
758 1 555 166 F 1.44972811196577 1.77403403498532
759 1 555 166 M 1.19525501749478 0.967268838597299
760 1 555 166 F -0.415542430001353 1.79924319692578
761 1 493 232 M -0.809820434538118 1.62273390331398
762 1 493 232 F 2.96516371675917 2.70540435477567
763 1 493 232 M 2.58343587204848 1.54509353574831
764 1 493 232 F 2.61962247883665 2.40473422567853
765 1 493 232 M 3.88704848766846 0.812891537738412
766 1 493 232 F 1.60285156219299 1.31750018399967
767 1 493 232 M 0.924592981286779 2.17273229646213
768 1 493 232 F 0.00181387011414569 1.93034204124768
769 1 493 232 M 1.42689942037991 1.77263308706234
770 1 493 232 F 1.19533653531256 0.844489502642173
771 1 493 232 M 1.31962467716981 -0.400210380812092
772 1 493 232 F 2.57339561575682 0.94492653450127
773 1 493 232 M -0.255388109083633 0.889422645075919
774 1 493 232 F 3.2565859066159 1.11773946033614
775 1 493 232 M 4.08226182284428 1.56644571399324
776 1 493 232 F 0.744696455511756 0.488867572003139
777 1 493 232 M -2.4745812123117 0.897045114047059
778 1 493 232 F -2.21813310168258 -1.82994187486359
779 1 493 232 M 1.66253434000245 2.90365815283317
780 1 493 232 F 1.87319181887083 2.07444993887721
781 1 399 50 M 3.30321799832999 1.42320154285971
782 1 399 50 F -0.283991720818864 2.26738592521736
783 1 399 50 M -0.0158072603330436 0.0472575092727476
784 1 399 50 F -2.30192559356173 -1.1923439505392
785 1 399 50 M -0.174916307049704 0.584165611392282
786 1 399 50 F 0.0115787725225716 1.1865073037726
787 1 399 50 M 2.2706634888133 1.60625858631576
788 1 399 50 F -1.24214180705748 1.25636684645207
789 1 399 50 M -0.406788065772923 1.54299160417523
790 1 399 50 F 1.04214238953836 1.49618456869847
791 1 399 50 M -0.452358965809518 0.799265255328236
792 1 399 50 F -0.403944760101379 0.251503260764896
793 1 399 50 M -1.75544858857158 0.0597970800791603
794 1 399 50 F 1.19235553487613 2.35334643622595
795 1 399 50 M -0.707727933859215 1.03966135049623
796 1 399 50 F -1.46280089836845 -0.724248800324695
797 1 399 50 M 1.62360983154021 0.570959785261862
798 1 399 50 F 0.191233421287135 0.112738854058321
799 1 399 50 M 1.05133212700054 0.460747061121858
800 1 399 50 F 2.318874476984 3.47057418695423
801 1 219 464 M -1.86648506455394 -0.694881780967202
802 1 219 464 F -1.89093425060361 -0.865790428279933
803 1 219 464 M -1.75298830634197 -0.805112697137281
804 1 219 464 F -0.398507985182902 0.26280412392148
805 1 219 464 M -0.878228127080788 -1.68872886932206
806 1 219 464 F -4.83569972055669 -2.14906979127643
807 1 219 464 M 2.18072380870113 -1.50025623728584
808 1 219 464 F -1.6083851563219 -1.32645543969589
809 1 219 464 M 0.243791495294944 -0.59617976591656
810 1 219 464 F -1.23740052990647 -0.797476674010065
811 1 219 464 M -0.757390068513817 0.163500702755279
812 1 219 464 F -2.58148588677216 -2.92307201501913
813 1 219 464 M -0.703624861265811 -1.04017507276087
814 1 219 464 F -2.13872288010129 -2.25175114272826
815 1 219 464 M -1.43573137574021 -0.368444666966373
816 1 219 464 F -0.740646135475366 -0.694906967246168
817 1 219 464 M 0.605945039176107 -1.53941485796008
818 1 219 464 F 1.7341606536935 -0.402963987824857
819 1 219 464 M -1.28789384801902 -1.29793629403152
820 1 219 464 F -1.41762825742444 -1.52323505114242
821 1 227 502 M 2.30387644193475 1.47000860499468
822 1 227 502 F 0.440645036025475 -0.25812474238015
823 1 227 502 M 0.0963891493022373 -0.668230027078268
824 1 227 502 F -0.809257618299309 -0.86261464488551
825 1 227 502 M -0.142368569605977 -0.0756185099805842
826 1 227 502 F 2.33660898733301 2.75243148639868
827 1 227 502 M 0.4120238847654 0.923312830988472
828 1 227 502 F 0.817982189551193 0.32163947871981
829 1 227 502 M 0.927640434695331 0.703811241313113
830 1 227 502 F -1.2542313324254 0.0216860839939848
831 1 227 502 M 4.2974786498048 0.372661231515427
832 1 227 502 F 1.21119613984683 1.75193582516219
833 1 227 502 M 0.795720583414652 0.971170209310459
834 1 227 502 F 1.05120487507098 1.58722593005325
835 1 227 502 M 0.480801253699215 -0.304811069582389
836 1 227 502 F -1.08210650110081 -1.11269685032567
837 1 227 502 M 2.29613741831087 1.43777531413036
838 1 227 502 F 0.189981517485058 0.757938349569179
839 1 227 502 M 2.56975816908983 1.31223347606985
840 1 227 502 F 2.53477036133684 0.0240642222259999
841 1 177 116 M -4.21047477291854 -2.73564484148726
842 1 177 116 F -3.52676109591143 -0.406437400504782
843 1 177 116 M -1.94464547400308 -0.711880574477726
844 1 177 116 F 3.43872801023967 0.984841702903898
845 1 177 116 M -0.400970183696299 0.0706343714185553
846 1 177 116 F 3.04138466630654 1.10763097024972
847 1 177 116 M -0.598830960982279 -0.359555495528113
848 1 177 116 F -0.0753394529333657 -0.872730771491466
849 1 177 116 M -1.12596700478243 -0.883401669015107
850 1 177 116 F -0.0461917528707958 0.436611424327756
851 1 177 116 M 0.592479651831798 0.618255619836034
852 1 177 116 F -2.10518214819389 -1.6443127147529
853 1 177 116 M -2.4287368780973 -1.80693278998252
854 1 177 116 F -0.0308267740116401 0.785471928831349
855 1 177 116 M -0.657189613363195 -0.0184767589092449
856 1 177 116 F -0.265450903054494 0.0165956250673247
857 1 177 116 M 1.90664520148889 0.510612714636138
858 1 177 116 F -1.00420900989616 0.256395151722036
859 1 177 116 M 0.751899051385947 0.47140623220475
860 1 177 116 F -1.11217266097204 -0.24800610586944
861 1 233 512 M -0.412290949294435 -1.31888457635292
862 1 233 512 F -0.422499394922951 0.445845651203302
863 1 233 512 M 0.0116597592636341 -1.00814721937111
864 1 233 512 F 1.38177898154442 0.743619831052231
865 1 233 512 M -0.283501779366568 -0.200113461684519
866 1 233 512 F -0.109932755688031 0.0890798172090972
867 1 233 512 M -4.54538245613595 -2.04097311721005
868 1 233 512 F -3.78085893273295 -2.17318599171593
869 1 233 512 M -1.90824036529541 -0.815144228668491
870 1 233 512 F -0.737858116829775 -1.02545947999932
871 1 233 512 M 0.365472800910133 0.429429353602607
872 1 233 512 F 1.58242772559194 -0.765071021031715
873 1 233 512 M -1.46796883881317 -1.37014997640753
874 1 233 512 F 0.455494539584924 0.644846211511584
875 1 233 512 M -4.56567957304027 -0.841722061454104
876 1 233 512 F -0.254572559948184 -0.533769033589297
877 1 233 512 M 1.47731421791485 -0.355168338846177
878 1 233 512 F -1.32998715399507 -0.848561651125599
879 1 233 512 M 1.14692535832437 -0.999766881933764
880 1 233 512 F 2.51156201093194 2.03701041570274
881 1 587 64 M 0.074068058903813 -0.947454188644321
882 1 587 64 F -3.26802023425017 -0.647593432234654
883 1 587 64 M 0.626265943221687 0.161977554467276
884 1 587 64 F 2.29893554801669 2.24016493328725
885 1 587 64 M -2.76890102527964 -1.22731174168284
886 1 587 64 F 0.744236504531614 -1.11075605367515
887 1 587 64 M -3.67645647022265 -1.67488508384119
888 1 587 64 F -1.48722503509941 -1.09747121721008
889 1 587 64 M -0.81207172049791 -2.07771089451026
890 1 587 64 F -2.46384502382378 -0.444185112278163
891 1 587 64 M -0.677048170533935 -1.63546763361613
892 1 587 64 F -0.288350333730804 -1.14295647904831
893 1 587 64 M -0.0289112049347329 0.592905666550746
894 1 587 64 F -0.998802525592538 -0.878344771264584
895 1 587 64 M -1.23359886387927 1.75144334071321
896 1 587 64 F 1.10014548442067 0.953767589160839
897 1 587 64 M 1.26197148860213 -0.293778363841567
898 1 587 64 F 1.78224397133168 -0.513691987745897
899 1 587 64 M -0.663636054986224 -0.73197484701801
900 1 587 64 F -1.48189277051437 -1.57943430261558
901 1 537 326 M -4.42076828443528 -1.38740112187053
902 1 537 326 F -1.30576022635007 -0.193075496592019
903 1 537 326 M 0.87534123227446 -0.0122195917093049
904 1 537 326 F -2.30113859050045 -1.50643385014218
905 1 537 326 M 1.51084721131614 0.56995185528231
906 1 537 326 F -0.815454397772391 -0.00726172375693018
907 1 537 326 M -0.0825876044247689 -0.671879954016954
908 1 537 326 F -0.516556510217053 0.56189548698722
909 1 537 326 M -0.15979937532069 -0.239678806467179
910 1 537 326 F -4.48250023947723 -2.4456874821236
911 1 537 326 M 0.643115464991894 0.707986904070182
912 1 537 326 F 0.1227709946743 -0.13474887788195
913 1 537 326 M 1.60284373645308 0.943560618591045
914 1 537 326 F -0.238627781314507 -0.217265230819152
915 1 537 326 M 0.916419543842049 0.737282159060706
916 1 537 326 F 0.184125287481997 0.953992554383842
917 1 537 326 M 1.22071960893965 0.429353528743287
918 1 537 326 F 0.52826935013833 -0.467748852515123
919 1 537 326 M -1.35308767805912 -1.94605252256932
920 1 537 326 F 1.07124580497202 0.851531296860037
921 1 403 262 M 0.994986765431361 1.63781789732901
922 1 403 262 F 0.163978358033291 0.478791240216255
923 1 403 262 M 2.73371795539766 1.3709003214887
924 1 403 262 F 2.41369334031468 0.913538891338374
925 1 403 262 M 0.0821503797367812 0.853749247353348
926 1 403 262 F 1.04656501473973 1.08969966631574
927 1 403 262 M -2.18971095925063 0.0160836629312858
928 1 403 262 F -1.59964220073917 0.41205164434425
929 1 403 262 M 0.467666489424928 2.69354788807004
930 1 403 262 F -0.405199557960078 1.0387761319948
931 1 403 262 M -1.14008508052703 0.559955573482651
932 1 403 262 F 0.824174788323942 0.269109475188627
933 1 403 262 M 2.83045535853647 0.602117674726962
934 1 403 262 F 1.63705562939917 0.303251329752187
935 1 403 262 M -0.545945900883101 0.383907487032913
936 1 403 262 F -0.525160559982384 1.49496438961138
937 1 403 262 M 0.321686464946913 -0.754123348121726
938 1 403 262 F -0.151019126468223 0.204512624082402
939 1 403 262 M 3.18479337814381 1.91239836824545
940 1 403 262 F 1.94855597335799 1.13941618845975
941 1 51 310 M -0.377888030234399 -0.875196045965515
942 1 51 310 F -0.83649209835303 -2.59764145752947
943 1 51 310 M -3.90918238531565 -1.62294437958851
944 1 51 310 F -1.9752772435953 -0.632964615370683
945 1 51 310 M -2.17750444379682 -1.91971916953106
946 1 51 310 F -0.891268945172718 -0.954232093142608
947 1 51 310 M -1.78024935031809 -1.5346064819219
948 1 51 310 F -1.35310326266416 -1.05316722152452
949 1 51 310 M 3.68869292446227 0.583149015051069
950 1 51 310 F -1.22880327865226 -1.31074419087383
951 1 51 310 M -1.80925338897255 -0.89604643821519
952 1 51 310 F -0.0820325461773592 -0.260670998563655
953 1 51 310 M -2.0674444417483 -1.3724430654073
954 1 51 310 F -1.47790061362548 -1.79540609323639
955 1 51 310 M -0.679382230969133 0.894726504907445
956 1 51 310 F -1.42251035194895 -0.534668121205346
957 1 51 310 M -1.56568985928903 -2.1977319198277
958 1 51 310 F 0.490751649993758 0.135861142835034
959 1 51 310 M -0.113803743004698 -0.313450333083179
960 1 51 310 F -4.84183926795117 -2.24291396288236
961 1 57 114 M 2.73164388606427 -0.118154965592428
962 1 57 114 F -0.306590612828579 -0.0574492438679887
963 1 57 114 M 2.04258518675684 1.19664799959711
964 1 57 114 F 0.969333853059121 0.347647347045337
965 1 57 114 M 1.31035064907239 1.0456096719778
966 1 57 114 F -1.62392958776649 0.89280687331209
967 1 57 114 M -1.02344979536017 0.61628416298838
968 1 57 114 F -0.269831041119941 1.29262583770178
969 1 57 114 M 1.61205359658677 -0.177710444286781
970 1 57 114 F 1.21652630576623 0.481624669131471
971 1 57 114 M -0.46228079989923 -0.556389255371896
972 1 57 114 F -0.552727146398143 0.0997211354963858
973 1 57 114 M -3.72685347102116 -1.27588100164638
974 1 57 114 F -1.7081023870417 -0.00136528781936618
975 1 57 114 M 0.416272595989565 -0.283058935333152
976 1 57 114 F 1.20555460021491 1.07781706891585
977 1 57 114 M 1.43775659295655 0.22854201913848
978 1 57 114 F 0.341141102906951 0.18024830305002
979 1 57 114 M -0.518305537410976 -0.878149202282178
980 1 57 114 F 1.31732964323628 2.0106473760055
981 1 579 470 M -0.86007399217264 0.503621518625739
982 1 579 470 F 3.29937082972109 0.34922934638065
983 1 579 470 M -0.18714067745014 1.345983584964
984 1 579 470 F 0.143025567171523 0.590265895672228
985 1 579 470 M -4.32265557420732 -1.34382066795696
986 1 579 470 F -0.807760825614285 -0.46676519665037
987 1 579 470 M 0.371318281018862 2.31047338617529
988 1 579 470 F 3.5080511473409 1.22412557536071
989 1 579 470 M -1.58150330266505 -0.338715225658412
990 1 579 470 F -0.781974975117357 -0.439669652943818
991 1 579 470 M -1.05779435238877 -0.703125326614733
992 1 579 470 F 0.0945651478318739 1.33013170137136
993 1 579 470 M 0.83763112687499 -0.153119920243648
994 1 579 470 F 0.0389320389340435 -0.289814054417817
995 1 579 470 M 0.987945527228662 -0.0665127745473608
996 1 579 470 F -1.70696166416756 -0.581104211186893
997 1 579 470 M -0.0139607163738676 0.169270721486773
998 1 579 470 F 1.56700541875746 1.80290891244191
999 1 579 470 M 0.153797429947423 0.944394521751388
1000 1 579 470 F 0.646739184129083 0.389172005692989
1001 1 87 102 M -0.695634223848832 0.350872650122342
1002 1 87 102 F -1.13768960515157 -0.420148176269832
1003 1 87 102 M -0.476724813894599 -0.325766384560851
1004 1 87 102 F -1.24837446946901 0.0288054329942903
1005 1 87 102 M -2.73169265720439 -0.0413322536801666
1006 1 87 102 F -0.833921222327156 -0.859984148427454
1007 1 87 102 M 0.0669809412336878 1.05583669413611
1008 1 87 102 F -0.660174100715637 -0.0947088435593227
1009 1 87 102 M 2.14580306720797 -0.925195615476353
1010 1 87 102 F 2.68469155541346 -0.398287378640483
1011 1 87 102 M 1.64917175171483 0.141579443780365
1012 1 87 102 F -2.37454960268865 -1.85169463844192
1013 1 87 102 M -0.456792803675235 -0.550087913857121
1014 1 87 102 F -0.721974502085004 -1.12800735648456
1015 1 87 102 M 0.617304540586473 0.447740536228086
1016 1 87 102 F -0.208008418316909 0.342536330967121
1017 1 87 102 M 2.37653748115594 0.242320271985062
1018 1 87 102 F -0.604277613886771 0.444683621902835
1019 1 87 102 M 0.453203893130608 0.360552012012932
1020 1 87 102 F -0.936458595695417 1.56739983214857
1021 1 93 564 M -0.216011293349007 0.525039926292173
1022 1 93 564 F -0.758837439639746 0.12291258792994
1023 1 93 564 M 0.429857085987244 -0.0433036928149259
1024 1 93 564 F -1.71165902617825 0.345419635564786
1025 1 93 564 M 1.0235764809403 0.110021459671569
1026 1 93 564 F -1.55438634083973 -0.640631840252556
1027 1 93 564 M -0.834678537256278 0.0624675641390064
1028 1 93 564 F 1.30086476260531 2.21926214928503
1029 1 93 564 M 0.117215801100249 0.799934621927849
1030 1 93 564 F 0.892122852056411 0.90952084484088
1031 1 93 564 M 1.9674631307761 1.53699677035769
1032 1 93 564 F -0.214757689641659 -1.80329392733234
1033 1 93 564 M -0.887103656458566 0.583589050551456
1034 1 93 564 F 0.445812569758996 -0.155739094511026
1035 1 93 564 M 0.0420968254457024 -0.247742933805053
1036 1 93 564 F 1.78361722377797 1.34516745218275
1037 1 93 564 M 1.02230073924345 0.146754795942672
1038 1 93 564 F 2.87836530580231 0.88418236263521
1039 1 93 564 M 0.86754435253063 1.09255075942161
1040 1 93 564 F 3.69208108063455 1.29305633443513
1041 1 205 264 M 2.24856885040525 1.06789827415723
1042 1 205 264 F -0.414865691400492 -1.15264663339232
1043 1 205 264 M -2.9981565521246 0.0938200256093257
1044 1 205 264 F 0.494222382565532 1.52286809182542
1045 1 205 264 M -1.22500384316712 0.646647481498886
1046 1 205 264 F 0.922012733570441 0.48951415162848
1047 1 205 264 M -1.492284183628 -0.239631751294636
1048 1 205 264 F 0.153458286321996 0.466494656347862
1049 1 205 264 M 0.184496559820555 0.670056546435786
1050 1 205 264 F 0.87774751060208 0.109783181344981
1051 1 205 264 M -1.4678176740788 -0.276802802250022
1052 1 205 264 F -2.64972193058383 -1.49991866260096
1053 1 205 264 M 3.63042688554018 1.54830499076267
1054 1 205 264 F 2.21092630882105 0.868732793637086
1055 1 205 264 M -1.63556220909418 -0.898843418092856
1056 1 205 264 F -1.25044458889339 1.40476619531035
1057 1 205 264 M 3.82978829623614 2.71445590360269
1058 1 205 264 F -1.68760302377153 -0.05701396662054
1059 1 205 264 M -0.486135094346711 0.751684733290997
1060 1 205 264 F 3.12695183711739 0.945662100670175
1061 1 443 74 M -2.175280117368 -0.0265175887555976
1062 1 443 74 F -0.138027728851216 0.329394768451824
1063 1 443 74 M -0.732704765849586 -0.251398628522279
1064 1 443 74 F -0.271960849063029 0.140318284965225
1065 1 443 74 M -0.275223705886061 -0.378128022494559
1066 1 443 74 F -2.03440273205118 -1.56982596396974
1067 1 443 74 M -1.24690677773819 0.441305631444473
1068 1 443 74 F -2.45611655767548 -0.757964591850857
1069 1 443 74 M 1.00715755227319 -0.153866555444961
1070 1 443 74 F -0.225319607623703 -0.485571740170414
1071 1 443 74 M 1.30281939061341 0.400971471248144
1072 1 443 74 F -2.25150537897822 -0.274915402313132
1073 1 443 74 M -0.384242466168111 -0.239571091826166
1074 1 443 74 F -0.477305135201553 -0.341892827404045
1075 1 443 74 M -0.840788950715013 -1.78996702835888
1076 1 443 74 F 2.02806105687037 0.0920094146503441
1077 1 443 74 M 1.82399765533798 1.09609045271094
1078 1 443 74 F -0.198183681627855 -0.742771802847962
1079 1 443 74 M -1.30169036511201 -1.49052852140976
1080 1 443 74 F 5.8049404870352 1.72538649852611
1081 1 199 154 M 0.473053789299268 -0.211799389747618
1082 1 199 154 F -1.72974411294372 -1.60542836336105
1083 1 199 154 M -2.61230300620347 -0.584236906479228
1084 1 199 154 F 3.04462038935478 0.342619517861972
1085 1 199 154 M -0.574165953256639 -0.92232154202448
1086 1 199 154 F -0.142888628915455 0.657015758702035
1087 1 199 154 M -0.0112977667690428 0.168177489622381
1088 1 199 154 F -0.841416860990455 0.416929828975872
1089 1 199 154 M -0.0735459929464937 -1.44787399944146
1090 1 199 154 F -2.52929048794497 -3.32201954217015
1091 1 199 154 M 2.20035375325889 1.31671486691714
1092 1 199 154 F 0.290018685124081 1.29142860689541
1093 1 199 154 M -2.26692616906943 -1.84417689216488
1094 1 199 154 F 0.812695202265503 0.929614538664526
1095 1 199 154 M 2.45498369922111 -0.267621320048726
1096 1 199 154 F 0.52175484612063 -0.0999172796888657
1097 1 199 154 M 3.36349421519696 0.755636884196318
1098 1 199 154 F -1.79203910435953 -2.34946032865166
1099 1 199 154 M -2.95455764655591 -1.62722315078208
1100 1 199 154 F 2.26304105733292 1.33486998422067
1101 1 477 142 M -0.209699078864547 -1.01844498525255
1102 1 477 142 F -1.34301387851515 -1.5620894642498
1103 1 477 142 M -0.643608713326767 -0.290675125974222
1104 1 477 142 F 1.50580097308096 0.839342583238556
1105 1 477 142 M 0.0230249528901247 -1.07523174000801
1106 1 477 142 F -0.847300887584466 -0.120320418215364
1107 1 477 142 M -1.00576481571552 -1.07783070331335
1108 1 477 142 F 2.02203829774363 -0.276278476042503
1109 1 477 142 M 0.879990626465354 -0.642613665107709
1110 1 477 142 F -1.1525024250913 -1.95983573209242
1111 1 477 142 M 1.17607342625621 -0.390369669325996
1112 1 477 142 F -3.48123506018823 -1.51826674449941
1113 1 477 142 M -0.0655039162689445 0.273706545948211
1114 1 477 142 F -2.81120441014271 -1.63310429468743
1115 1 477 142 M 0.0994026624107944 -1.43202550122883
1116 1 477 142 F -0.500394678844294 -0.279205893462372
1117 1 477 142 M 0.963267029195856 -0.0162323664146212
1118 1 477 142 F -1.97388865910089 -1.27502472873165
1119 1 477 142 M -2.35718447012299 -1.81350342012003
1120 1 477 142 F 0.554446874579518 -1.08668625284659
